characterID,character_name,movieID,movie_title,gender
u882,JUSTIN,m57,event horizon,m
u883,LYLE,m57,event horizon,m
u884,MILLER,m57,event horizon,m
u885,PETERS,m57,event horizon,f
u886,SMITH,m57,event horizon,m
u887,STARCK,m57,event horizon,f
u888,WEIR,m57,event horizon,m
u889,ALICIA,m58,fantastic four,f
u890,BEN,m58,fantastic four,m
u891,DEBBIE,m58,fantastic four,f
u892,DOCTOR,m58,fantastic four,m
u893,JOHNNY,m58,fantastic four,m
u894,LEONARD,m58,fantastic four,m
u895,REED,m58,fantastic four,m
u896,SEXY NURSE,m58,fantastic four,f
u897,SUE,m58,fantastic four,f
u898,THE THING,m58,fantastic four,m
u899,VICTOR,m58,fantastic four,m
u1024,ANIMAL,m67,godzilla,m
u1025,AUDREY,m67,godzilla,f
u1026,CAIMAN,m67,godzilla,m
u1027,ELSIE,m67,godzilla,f
u1028,JEAN-CLAUDE,m67,godzilla,m
u1029,KID,m67,godzilla,m
u1030,LT. ANDERSON,m67,godzilla,m
u1031,LUCY,m67,godzilla,f
u1032,MAJOR HICKS,m67,godzilla,m
u1033,MAYOR,m67,godzilla,m
u1034,NICK,m67,godzilla,m
u1035,RAYMOND,m67,godzilla,x
u1036,ALEXANDER,m68,galaxy quest,m
u1037,BRANDON,m68,galaxy quest,m
u1038,COMPUTER,m68,galaxy quest,n
u1039,FRED,m68,galaxy quest,m
u1040,GUY,m68,galaxy quest,m
u1041,GWEN,m68,galaxy quest,f
u1042,JASON,m68,galaxy quest,m
u1043,KYLE,m68,galaxy quest,m
u1044,LATHE,m68,galaxy quest,m
u1045,MATHESAR,m68,galaxy quest,m
u1046,NERVOUS TECH,m68,galaxy quest,n
u1047,QUELLEK,m68,galaxy quest,m
u1048,SARRIS,m68,galaxy quest,m
u1049,TOMMY,m68,galaxy quest,m
u1120,DANA,m74,ghostbusters ii,f
u1121,ELAINE,m74,ghostbusters ii,f
u1122,FRANK,m74,ghostbusters ii,m
u1123,HARDEMEYER,m74,ghostbusters ii,m
u1124,JANINE,m74,ghostbusters ii,f
u1125,JANOSZ,m74,ghostbusters ii,m
u1126,JUDGE,m74,ghostbusters ii,m
u1127,LOUIS,m74,ghostbusters ii,m
u1128,MILTON,m74,ghostbusters ii,m
u1129,PROSECUTOR,m74,ghostbusters ii,f
u1130,SHERMAN,m74,ghostbusters ii,m
u1131,SPENGLER,m74,ghostbusters ii,m
u1132,STANTZ,m74,ghostbusters ii,m
u1133,VENKMAN,m74,ghostbusters ii,m
u1134,VIGO,m74,ghostbusters ii,m
u1135,WINSTON,m74,ghostbusters ii,m
u1136,BRIDE,m75,ghostbusters,f
u1137,COED,m75,ghostbusters,f
u1138,DANA,m75,ghostbusters,f
u1139,DEAN YAEGER,m75,ghostbusters,m
u1140,FIRST BUM,m75,ghostbusters,m
u1141,GROOM,m75,ghostbusters,m
u1142,HEAD LIBRARIAN,m75,ghostbusters,m
u1143,JANINE,m75,ghostbusters,f
u1144,LOUIS,m75,ghostbusters,m
u1145,MANAGER,m75,ghostbusters,m
u1146,PECK,m75,ghostbusters,m
u1147,SECOND BUM,m75,ghostbusters,m
u1148,SOPHOMORE,m75,ghostbusters,m
u1149,SPENGLER,m75,ghostbusters,m
u1150,STANTZ,m75,ghostbusters,m
u1151,STREET PUNK,m75,ghostbusters,m
u1152,VENKMAN,m75,ghostbusters,m
u1153,WINSTON,m75,ghostbusters,m
u1154,WOMAN,m75,ghostbusters,f
u1422,EMMA,m95,i am legend,f
u1423,FRENCH VOICE,m95,i am legend,x
u1424,NEVILLE,m95,i am legend,m
u1425,OLD MAN,m95,i am legend,m
u1426,VIRGINIA,m95,i am legend,x
u1433,ALICIA,m97,independence day,f
u1434,CONSTANCE,m97,independence day,f
u1435,DAVID,m97,independence day,m
u1436,GENERAL GREY,m97,independence day,m
u1437,JASMINE,m97,independence day,f
u1438,JIMMY,m97,independence day,m
u1439,MARGARET,m97,independence day,f
u1440,MARTY,m97,independence day,m
u1441,MIGUEL,m97,independence day,m
u1442,MOISHE,m97,independence day,m
u1443,NIMZIKI,m97,independence day,m
u1444,OKUN,m97,independence day,m
u1445,OKUN/ALIEN,m97,independence day,n
u1446,PHILIP,m97,independence day,m
u1447,PRESIDENT,m97,independence day,m
u1448,RUSSELL,m97,independence day,m
u1449,SECOND OFFICER,m97,independence day,x
u1450,STEVE,m97,independence day,m
u1451,TROY,m97,independence day,m
u1469,AL,m100,innerspace,m
u1470,BURR,m100,innerspace,m
u1471,COLIN,m100,innerspace,m
u1472,DIETER,m100,innerspace,m
u1473,FINNEGAN,m100,innerspace,m
u1474,GRUNER,m100,innerspace,m
u1475,JOE,m100,innerspace,m
u1476,LEADER,m100,innerspace,m
u1477,OUTSIDE -,m100,innerspace,x
u1478,RECEPTIONIST.,m100,innerspace,f
u1479,RENE,m100,innerspace,f
u1480,RYUJI,m100,innerspace,m
u1481,TECH 2,m100,innerspace,m
u1482,TECH 3,m100,innerspace,m
u1483,WAITER,m100,innerspace,m
u1484,WOMAN,m100,innerspace,f
u1628,AZRAEL,m107,jason x,m
u1629,BOEMAN,m107,jason x,m
u1630,BRODSKI,m107,jason x,m
u1631,DALLAS,m107,jason x,m
u1632,DELONGPRE,m107,jason x,m
u1633,FAT LOU,m107,jason x,m
u1634,JANESSA,m107,jason x,f
u1635,KAY-EM 14,m107,jason x,f
u1636,KICKER,m107,jason x,m
u1637,KKINSA,m107,jason x,f
u1638,PEREZ,m107,jason x,m
u1639,RIZZO,m107,jason x,f
u1640,THORGAN,m107,jason x,m
u1641,YLLO,m107,jason x,m
u1712,COLWYN,m113,krull,m
u1713,CYCLOPS,m113,krull,m
u1714,ERGO,m113,krull,m
u1715,LYSSA,m113,krull,f
u1716,QUEEN,m113,krull,f
u1717,ROWAN,m113,krull,m
u1718,SEER,m113,krull,m
u1719,TITCH,m113,krull,m
u1720,TORQUIL,m113,krull,m
u1721,TUROLD,m113,krull,m
u1722,VELLA,m113,krull,f
u1723,VOICE OF THE BEAST,m113,krull,n
u1724,WIDOW,m113,krull,f
u1725,YNYR,m113,krull,m
u1853,BILLY,m122,logan's run,m
u1854,BOX,m122,logan's run,m
u1855,DOC,m122,logan's run,m
u1856,FRANCIS,m122,logan's run,m
u1857,HOLLY,m122,logan's run,f
u1858,JESSICA,m122,logan's run,f
u1859,LOGAN,m122,logan's run,m
u1860,MAN,m122,logan's run,m
u1861,MARY,m122,logan's run,f
u1862,OLD MAN,m122,logan's run,m
u1863,RECEPTIONIST,m122,logan's run,f
u1864,VOICE,m122,logan's run,x
u1865,WOMAN,m122,logan's run,f
u1901,COWAN,m125,men in black,m
u1902,DEE,m125,men in black,m
u1903,INS LEADER,m125,men in black,m
u1904,JAY,m125,men in black,m
u1905,JEEBS,m125,men in black,m
u1906,KAY,m125,men in black,m
u1907,LAUREL,m125,men in black,f
u1908,LEONARD,m125,men in black,m
u1909,MIKEY,m125,men in black,m
u1910,PRESIDENT,m125,men in black,m
u1911,WALLACE,m125,men in black,m
u1912,YAZ,m125,men in black,m
u1913,ZED,m125,men in black,m
u1914,ZED'S VOICE,m125,men in black,m
u1915,AGATHA,m126,minority report,f
u1916,ANDERTON,m126,minority report,m
u1917,ANDERTON'S VOICE,m126,minority report,m
u1918,BURGESS,m126,minority report,m
u1919,CROW,m126,minority report,m
u1920,CUSTOMER,m126,minority report,m
u1921,DR. EDDIE,m126,minority report,m
u1922,FLETCHER,m126,minority report,m
u1923,GIDEON,m126,minority report,m
u1924,HOWARD,m126,minority report,m
u1925,IRIS,m126,minority report,f
u1926,JAD,m126,minority report,m
u1927,KNOTT,m126,minority report,m
u1928,LARA,m126,minority report,f
u1929,RUFUS,m126,minority report,m
u1930,SARAH,m126,minority report,f
u1931,SEAN,m126,minority report,m
u1932,SECRETARY,m126,minority report,f
u1933,WALLY,m126,minority report,m
u1934,WITWER,m126,minority report,m
u2696,BETTS,m176,shivers,f
u2697,BOY,m176,shivers,m
u2698,DETECTIVE,m176,shivers,m
u2699,FORSYTHE,m176,shivers,f
u2700,GIRL,m176,shivers,f
u2701,JANINE,m176,shivers,f
u2702,MR. SPERGAZZI,m176,shivers,m
u2703,PARKINS,m176,shivers,m
u2704,ROLLO,m176,shivers,m
u2705,ST. LUC,m176,shivers,m
u2706,SUPER,m176,shivers,m
u2707,TUDOR,m176,shivers,m
u2743,BO,m179,signs,f
u2744,COLLEEN,m179,signs,f
u2745,CREWCUT GUY,m179,signs,m
u2746,GRAHAM,m179,signs,m
u2747,MERRILL,m179,signs,m
u2748,MORGAN,m179,signs,m
u2749,OFFICER PASKI,m179,signs,f
u2804,BILL,m184,slither,m
u2805,BRENDA,m184,slither,f
u2806,BUTCHER,m184,slither,m
u2807,GRANT,m184,slither,f
u2808,JACK,m184,slither,m
u2809,KYLIE,m184,slither,f
u2810,MARGARET,m184,slither,f
u2811,SHELBY,m184,slither,m
u2812,STARLA,m184,slither,f
u2813,TREVOR,m184,slither,m
u2814,WALLY,m184,slither,m
u2846,GIBARIAN,m187,solaris,m
u2847,KELVIN,m187,solaris,m
u2848,RHEYA,m187,solaris,f
u2849,SARTORIUS,m187,solaris,m
u2850,SNOW,m187,solaris,m
u2863,ADELE,m189,spider-man,f
u2864,BEN,m189,spider-man,m
u2865,FLASH,m189,spider-man,m
u2866,HARRY,m189,spider-man,m
u2867,HOGAN,m189,spider-man,m
u2868,JAMESON,m189,spider-man,m
u2869,LEIBER,m189,spider-man,m
u2870,LETTERMAN,m189,spider-man,m
u2871,LIZ,m189,spider-man,f
u2872,MAROTTA,m189,spider-man,m
u2873,MAY,m189,spider-man,f
u2874,NURSE VOICE,m189,spider-man,x
u2875,OCK,m189,spider-man,m
u2876,PETER,m189,spider-man,m
u2877,REISS,m189,spider-man,m
u2878,ROZ,m189,spider-man,m
u2879,SPIDER-MAN,m189,spider-man,m
u2880,THORKEL,m189,spider-man,m
u2897,B'ETOR,m191,star trek: generations,f
u2898,CHEKOV,m191,star trek: generations,m
u2899,DATA,m191,star trek: generations,m
u2900,DEMORA,m191,star trek: generations,f
u2901,GUINAN,m191,star trek: generations,f
u2902,HARRIMAN,m191,star trek: generations,m
u2903,KIRK,m191,star trek: generations,m
u2904,LA FORGE,m191,star trek: generations,m
u2905,LURSA,m191,star trek: generations,f
u2906,PICARD,m191,star trek: generations,m
u2907,RIKER,m191,star trek: generations,m
u2908,SCOTTY,m191,star trek: generations,m
u2909,SORAN,m191,star trek: generations,m
u2910,TROI,m191,star trek: generations,f
u2911,WORF,m191,star trek: generations,m
u2912,1ST OFFICER,m192,star trek iii: the search for spock,x
u2913,CAPTAIN,m192,star trek iii: the search for spock,n
u2914,CHEKOV,m192,star trek iii: the search for spock,m
u2915,COMM OFFICER,m192,star trek iii: the search for spock,x
u2916,DAVID,m192,star trek iii: the search for spock,m
u2917,ESTEBAN,m192,star trek iii: the search for spock,m
u2918,KIRK,m192,star trek iii: the search for spock,m
u2919,KRUGE,m192,star trek iii: the search for spock,m
u2920,LIEUTENANT,m192,star trek iii: the search for spock,m
u2921,MALTZ,m192,star trek iii: the search for spock,m
u2922,MORROW,m192,star trek iii: the search for spock,m
u2923,SAAVIK,m192,star trek iii: the search for spock,f
u2924,SAREK,m192,star trek iii: the search for spock,m
u2925,SCOTTY,m192,star trek iii: the search for spock,m
u2926,SPOCK,m192,star trek iii: the search for spock,m
u2927,STYLES,m192,star trek iii: the search for spock,m
u2928,SULU,m192,star trek iii: the search for spock,m
u2929,TORG,m192,star trek iii: the search for spock,m
u2930,UHURA,m192,star trek iii: the search for spock,f
u2931,WOMAN,m192,star trek iii: the search for spock,f
u2932,BONES,m193,star trek: the wrath of khan,m
u2933,CAROL,m193,star trek: the wrath of khan,f
u2934,CHEKOV,m193,star trek: the wrath of khan,m
u2935,DAVID,m193,star trek: the wrath of khan,m
u2936,JOACHIM,m193,star trek: the wrath of khan,m
u2937,KHAN,m193,star trek: the wrath of khan,m
u2938,KIRK,m193,star trek: the wrath of khan,m
u2939,PRESTON,m193,star trek: the wrath of khan,m
u2940,SAAVIK,m193,star trek: the wrath of khan,f
u2941,SCOTTY,m193,star trek: the wrath of khan,m
u2942,SCOTTY'S VOICE,m193,star trek: the wrath of khan,m
u2943,SPOCK,m193,star trek: the wrath of khan,m
u2944,SPOCK'S VOICE,m193,star trek: the wrath of khan,m
u2945,SULU,m193,star trek: the wrath of khan,m
u2946,TERRELL,m193,star trek: the wrath of khan,m
u2947,UHURA,m193,star trek: the wrath of khan,f
u2948,UHURA'S VOICE,m193,star trek: the wrath of khan,f
u2949,AMANDA,m194,star trek iv: the voyage home,f
u2950,BOB,m194,star trek iv: the voyage home,m
u2951,BONES,m194,star trek iv: the voyage home,m
u2952,CAPTAIN,m194,star trek iv: the voyage home,f
u2953,CHEKOV,m194,star trek iv: the voyage home,m
u2954,COUNCIL PRESIDENT,m194,star trek iv: the voyage home,m
u2955,DOCTOR,m194,star trek iv: the voyage home,m
u2956,FBI AGENT,m194,star trek iv: the voyage home,m
u2957,GILLIAN,m194,star trek iv: the voyage home,f
u2958,KIRK,m194,star trek iv: the voyage home,m
u2959,KLINGON AMBASSADOR,m194,star trek iv: the voyage home,m
u2960,MORROW,m194,star trek iv: the voyage home,m
u2961,NICHOLS,m194,star trek iv: the voyage home,m
u2962,PILOT,m194,star trek iv: the voyage home,m
u2963,SAAVIK,m194,star trek iv: the voyage home,f
u2964,SAREK,m194,star trek iv: the voyage home,m
u2965,SCIENCE OFFICER,m194,star trek iv: the voyage home,m
u2966,SCOTTY,m194,star trek iv: the voyage home,m
u2967,SPOCK,m194,star trek iv: the voyage home,m
u2968,SULU,m194,star trek iv: the voyage home,m
u2969,THE BOY,m194,star trek iv: the voyage home,m
u2970,UHURA,m194,star trek iv: the voyage home,f
u2971,ANIJ,m195,star trek: insurrection,f
u2972,ARTIM,m195,star trek: insurrection,m
u2973,CRUSHER,m195,star trek: insurrection,f
u2974,DATA,m195,star trek: insurrection,m
u2975,DOUGHERTY,m195,star trek: insurrection,m
u2976,GALLATIN,m195,star trek: insurrection,m
u2977,LA FORGE,m195,star trek: insurrection,m
u2978,NARA,m195,star trek: insurrection,m
u2979,PERIM,m195,star trek: insurrection,f
u2980,PICARD,m195,star trek: insurrection,m
u2981,PICARD'S COM VOICE,m195,star trek: insurrection,m
u2982,RIKER,m195,star trek: insurrection,m
u2983,RIKER'S COM VOICE,m195,star trek: insurrection,m
u2984,RU'AFO,m195,star trek: insurrection,m
u2985,SOJEF,m195,star trek: insurrection,m
u2986,SON'A OFFICER #2,m195,star trek: insurrection,x
u2987,TROI,m195,star trek: insurrection,f
u2988,WORF,m195,star trek: insurrection,m
u2989,WORF'S COM VOICE,m195,star trek: insurrection,m
u2990,ADMIRAL HAYES,m196,star trek: first contact,m
u2991,BEVERLY,m196,star trek: first contact,f
u2992,BORG QUEEN,m196,star trek: first contact,f
u2993,DATA,m196,star trek: first contact,m
u2994,DOCTOR,m196,star trek: first contact,m
u2995,GEORDI,m196,star trek: first contact,m
u2996,GEORDI'S VOICE,m196,star trek: first contact,m
u2997,PICARD,m196,star trek: first contact,m
u2998,PICARD'S VOICE,m196,star trek: first contact,m
u2999,RIKER,m196,star trek: first contact,m
u3000,RIKER'S COM VOICE,m196,star trek: first contact,m
u3001,RUBY,m196,star trek: first contact,f
u3002,SCRIMM,m196,star trek: first contact,m
u3003,TROI,m196,star trek: first contact,f
u3004,WOMAN'S VOICE,m196,star trek: first contact,f
u3005,WORF,m196,star trek: first contact,m
u3006,ADMIRAL DONALD,m197,star trek vi: the undiscovered country,m
u3007,BONES,m197,star trek vi: the undiscovered country,m
u3008,CHANG,m197,star trek vi: the undiscovered country,m
u3009,CHEKOV,m197,star trek vi: the undiscovered country,m
u3010,COMMUNICATIONS OFFICER,m197,star trek vi: the undiscovered country,m
u3011,GORKON,m197,star trek vi: the undiscovered country,m
u3012,KIRK,m197,star trek vi: the undiscovered country,m
u3013,LT. SAAVIK,m197,star trek vi: the undiscovered country,f
u3014,MARTIA,m197,star trek vi: the undiscovered country,f
u3015,MARTIA'S VOICE,m197,star trek vi: the undiscovered country,f
u3016,OFFICER,m197,star trek vi: the undiscovered country,x
u3017,PRESIDENT,m197,star trek vi: the undiscovered country,m
u3018,SCIENCE OFFICER,m197,star trek vi: the undiscovered country,m
u3019,SCOTTY,m197,star trek vi: the undiscovered country,m
u3020,SPOCK,m197,star trek vi: the undiscovered country,m
u3021,SULU,m197,star trek vi: the undiscovered country,m
u3022,UHURA,m197,star trek vi: the undiscovered country,f
u3023,B-9,m198,star trek: nemesis,m
u3024,BEVERLY,m198,star trek: nemesis,f
u3025,DATA,m198,star trek: nemesis,m
u3026,DEANNA,m198,star trek: nemesis,f
u3027,DONATRA,m198,star trek: nemesis,f
u3028,GEORDI,m198,star trek: nemesis,m
u3029,HEAD,m198,star trek: nemesis,x
u3030,JANEWAY,m198,star trek: nemesis,f
u3031,PICARD,m198,star trek: nemesis,m
u3032,REMAN OFFICER,m198,star trek: nemesis,m
u3033,RIKER,m198,star trek: nemesis,m
u3034,SHINZON,m198,star trek: nemesis,m
u3035,SURAN,m198,star trek: nemesis,m
u3036,VICEROY,m198,star trek: nemesis,n
u3037,WORF,m198,star trek: nemesis,m
u3038,BENNY,m199,starman,m
u3039,CLERK,m199,starman,m
u3040,COOK,m199,starman,m
u3041,DRIVER,m199,starman,m
u3042,FOX,m199,starman,m
u3043,JENNY,m199,starman,f
u3044,LYMAN,m199,starman,m
u3045,MAJOR BELL,m199,starman,m
u3046,MAN,m199,starman,m
u3047,OFFICER,m199,starman,m
u3048,SECURITY GUARD,m199,starman,x
u3049,SHERMIN,m199,starman,m
u3050,STAR MAN,m199,starman,m
u3051,TEENAGER,m199,starman,x
u3052,WOMAN,m199,starman,f
u3053,BEEMER,m200,strange days,m
u3054,EDUARDO,m200,strange days,m
u3055,FAITH,m200,strange days,f
u3056,KEITH,m200,strange days,m
u3057,LENNY,m200,strange days,m
u3058,MACE,m200,strange days,f
u3059,MAX,m200,strange days,m
u3060,STRICKLAND,m200,strange days,m
u3061,TICK,m200,strange days,m
u3062,TRAN,m200,strange days,m
u3063,ZANDER,m200,strange days,m
u3064,CANDY,m201,suspect zero,x
u3065,DAITZ,m201,suspect zero,m
u3066,DUNCAN,m201,suspect zero,m
u3067,DYLAN,m201,suspect zero,m
u3068,EAGLEFOOT,m201,suspect zero,m
u3069,FOREMAN,m201,suspect zero,f
u3070,HAROLD,m201,suspect zero,m
u3071,JANITA,m201,suspect zero,f
u3072,KOESSLER,m201,suspect zero,m
u3073,KULOK,m201,suspect zero,f
u3074,LOW,m201,suspect zero,m
u3075,MACKELWAY,m201,suspect zero,m
u3076,MURMAN,m201,suspect zero,m
u3077,SALINAS,m201,suspect zero,m
u3078,ZERO,m201,suspect zero,m
u3197,BARNHARDT,m211,the day the earth stood still,m
u3198,BOBBY,m211,the day the earth stood still,m
u3199,CAPTAIN,m211,the day the earth stood still,m
u3200,HARLEY,m211,the day the earth stood still,m
u3201,HELEN,m211,the day the earth stood still,f
u3202,HILDA,m211,the day the earth stood still,f
u3203,JEWELER,m211,the day the earth stood still,m
u3204,KLAATU,m211,the day the earth stood still,m
u3205,LIEUTENANT,m211,the day the earth stood still,m
u3206,MAJOR,m211,the day the earth stood still,m
u3207,TOM,m211,the day the earth stood still,m
u3218,BENNINGS,m213,the thing,m
u3219,BLAIR,m213,the thing,m
u3220,CHILDS,m213,the thing,m
u3221,CLARK,m213,the thing,m
u3222,DR. COPPER,m213,the thing,m
u3223,FUCHS,m213,the thing,m
u3224,GARRY,m213,the thing,m
u3225,MACREADY,m213,the thing,m
u3226,NAULS,m213,the thing,m
u3227,NORRIS,m213,the thing,m
u3228,PALMER,m213,the thing,m
u3229,SANCHEZ,m213,the thing,m
u3243,BECKER,m215,the jacket,m
u3244,DAMON,m215,the jacket,m
u3245,DR. GRIES,m215,the jacket,m
u3246,DR. LORENSON,m215,the jacket,f
u3247,DR. MORGAN,m215,the jacket,m
u3248,JACKIE,m215,the jacket,f
u3249,JEAN,m215,the jacket,f
u3250,LORENSON,m215,the jacket,f
u3251,MACKENZIE,m215,the jacket,f
u3252,STARKS,m215,the jacket,m
u3253,TENNY,m215,the jacket,m
u3254,WAITRESS,m215,the jacket,f
u3327,BENNY,m221,total recall,m
u3328,CALLER,m221,total recall,x
u3329,CLERK,m221,total recall,m
u3330,COHAAGEN,m221,total recall,m
u3331,DR. LULL,m221,total recall,f
u3332,EDGEMAR,m221,total recall,m
u3333,EVERETT,m221,total recall,m
u3334,GEORGE,m221,total recall,m
u3335,HARRY,m221,total recall,m
u3336,HELM,m221,total recall,m
u3337,JOHNNY,m221,total recall,x
u3338,LORI,m221,total recall,f
u3339,MCCLANE,m221,total recall,m
u3340,MELINA,m221,total recall,f
u3341,QUAID,m221,total recall,m
u3342,RICHTER,m221,total recall,m
u3343,STEVENS,m221,total recall,m
u3520,BUD,m232,the abyss,m
u3521,CATFISH,m232,the abyss,m
