characterID_1,characterID_2,movieID,list_utterance
u185,u186,m12,['L18874' 'L18875']
u185,u193,m12,['L19135' 'L19136' 'L19137' 'L19138']
u185,u193,m12,['L19139' 'L19140' 'L19141']
u186,u191,m12,['L18591' 'L18592' 'L18593']
u186,u191,m12,['L18597' 'L18598']
u186,u191,m12,['L18631' 'L18632']
u186,u191,m12,['L18681' 'L18682']
u187,u192,m12,['L18468' 'L18469' 'L18470' 'L18471' 'L18472' 'L18473' 'L18474' 'L18475']
u188,u193,m12,['L18600' 'L18601' 'L18602' 'L18603' 'L18604' 'L18605']
u188,u193,m12,['L18606' 'L18607' 'L18608']
u191,u193,m12,['L18508' 'L18509']
u191,u193,m12,['L18516' 'L18517' 'L18518' 'L18519']
u191,u193,m12,['L18984' 'L18985' 'L18986' 'L18987' 'L18988' 'L18989']
u192,u193,m12,['L18535' 'L18536' 'L18537' 'L18538' 'L18539' 'L18540' 'L18541']
u192,u193,m12,['L18802' 'L18803' 'L18804']
u192,u193,m12,['L18805' 'L18806' 'L18807' 'L18808' 'L18809' 'L18810' 'L18811' 'L18812' 'L18813' 'L18814']
u192,u193,m12,['L18815' 'L18816']
u215,u224,m14,['L24411' 'L24412' 'L24413']
u215,u224,m14,['L24415' 'L24416' 'L24417']
u215,u224,m14,['L24418' 'L24419' 'L24420']
u215,u224,m14,['L24421' 'L24422' 'L24423' 'L24424']
u215,u224,m14,['L24642' 'L24643']
u215,u218,m14,['L24401' 'L24402' 'L24403' 'L24404']
u215,u218,m14,['L24406' 'L24407' 'L24408']
u215,u218,m14,['L24615' 'L24616']
u216,u224,m14,['L24189' 'L24190' 'L24191' 'L24192']
u216,u224,m14,['L24525' 'L24526']
u216,u224,m14,['L24528' 'L24529' 'L24530']
u217,u224,m14,['L24306' 'L24307' 'L24308' 'L24309']
u217,u224,m14,['L24314' 'L24315' 'L24316']
u217,u224,m14,['L24654' 'L24655']
u217,u219,m14,['L24323' 'L24324' 'L24325' 'L24326']
u217,u219,m14,['L24463' 'L24464']
u217,u219,m14,['L24638' 'L24639' 'L24640']
u218,u224,m14,['L24218' 'L24219' 'L24220' 'L24221']
u218,u224,m14,['L24223' 'L24224' 'L24225']
u218,u224,m14,['L24226' 'L24227']
u218,u224,m14,['L24229' 'L24230' 'L24231' 'L24232' 'L24233']
u218,u224,m14,['L24235' 'L24236' 'L24237' 'L24238']
u218,u224,m14,['L24239' 'L24240' 'L24241']
u218,u224,m14,['L24243' 'L24244']
u218,u224,m14,['L24245' 'L24246' 'L24247' 'L24248']
u218,u224,m14,['L24266' 'L24267' 'L24268' 'L24269']
u218,u224,m14,['L24270' 'L24271']
u218,u224,m14,['L24273' 'L24274' 'L24275' 'L24276']
u218,u224,m14,['L24279' 'L24280' 'L24281' 'L24282' 'L24283' 'L24284']
u218,u224,m14,['L24296' 'L24297' 'L24298' 'L24299' 'L24300' 'L24301' 'L24302']
u218,u224,m14,['L24312' 'L24313']
u218,u224,m14,['L24336' 'L24337' 'L24338' 'L24339']
u218,u224,m14,['L24345' 'L24346']
u218,u224,m14,['L24352' 'L24353' 'L24354' 'L24355' 'L24356']
u218,u224,m14,['L24360' 'L24361']
u218,u224,m14,['L24364' 'L24365' 'L24366']
u218,u224,m14,['L24367' 'L24368']
u218,u224,m14,['L24372' 'L24373' 'L24374' 'L24375']
u218,u224,m14,['L24383' 'L24384']
u218,u224,m14,['L24386' 'L24387']
u218,u224,m14,['L24391' 'L24392' 'L24393' 'L24394']
u218,u224,m14,['L24396' 'L24397' 'L24398' 'L24399' 'L24400']
u218,u224,m14,['L24431' 'L24432']
u218,u224,m14,['L24439' 'L24440']
u218,u224,m14,['L24445' 'L24446']
u218,u224,m14,['L24467' 'L24468']
u218,u224,m14,['L24469' 'L24470' 'L24471' 'L24472' 'L24473']
u218,u224,m14,['L24474' 'L24475']
u218,u224,m14,['L24477' 'L24478']
u218,u224,m14,['L24481' 'L24482' 'L24483']
u218,u224,m14,['L24484' 'L24485']
u218,u224,m14,['L24486' 'L24487' 'L24488']
u218,u224,m14,['L24489' 'L24490']
u218,u224,m14,['L24495' 'L24496']
u218,u224,m14,['L24500' 'L24501']
u218,u224,m14,['L24502' 'L24503' 'L24504']
u218,u224,m14,['L24509' 'L24510' 'L24511']
u218,u224,m14,['L24512' 'L24513' 'L24514' 'L24515' 'L24516']
u218,u224,m14,['L24518' 'L24519']
u218,u224,m14,['L24533' 'L24534']
u218,u224,m14,['L24535' 'L24536' 'L24537']
u218,u224,m14,['L24549' 'L24550']
u218,u224,m14,['L24552' 'L24553' 'L24554' 'L24555' 'L24556' 'L24557' 'L24558' 'L24559' 'L24560' 'L24561' 'L24562' 'L24563']
u218,u224,m14,['L24564' 'L24565']
u218,u224,m14,['L24584' 'L24585']
u218,u224,m14,['L24586' 'L24587' 'L24588']
u218,u224,m14,['L24593' 'L24594']
u218,u224,m14,['L24598' 'L24599']
u218,u224,m14,['L24606' 'L24607' 'L24608']
u218,u224,m14,['L24609' 'L24610']
u218,u224,m14,['L24650' 'L24651']
u218,u224,m14,['L24656' 'L24657']
u218,u224,m14,['L24669' 'L24670']
u218,u224,m14,['L24671' 'L24672']
u218,u224,m14,['L24676' 'L24677' 'L24678' 'L24679' 'L24680']
u218,u224,m14,['L24681' 'L24682' 'L24683' 'L24684' 'L24685' 'L24686']
u218,u224,m14,['L24699' 'L24700']
u220,u224,m14,['L24328' 'L24329' 'L24330' 'L24331' 'L24332' 'L24333']
u221,u224,m14,['L24285' 'L24286']
u221,u224,m14,['L24287' 'L24288' 'L24289' 'L24290' 'L24291' 'L24292']
u221,u224,m14,['L24293' 'L24294']
u221,u224,m14,['L24600' 'L24601']
u222,u224,m14,['L24568' 'L24569' 'L24570']
u222,u224,m14,['L24573' 'L24574' 'L24575']
u222,u224,m14,['L24578' 'L24579']
u223,u224,m14,['L24357' 'L24358' 'L24359']
u223,u224,m14,['L24378' 'L24379' 'L24380' 'L24381']
u224,u227,m14,['L24250' 'L24251']
u224,u227,m14,['L24252' 'L24253' 'L24254']
u224,u227,m14,['L24257' 'L24258']
u224,u227,m14,['L24259' 'L24260' 'L24261' 'L24262' 'L24263']
u224,u227,m14,['L24264' 'L24265']
u224,u227,m14,['L24538' 'L24539']
u224,u227,m14,['L24544' 'L24545' 'L24546']
u224,u226,m14,['L24203' 'L24204']
u224,u226,m14,['L24208' 'L24209' 'L24210']
u224,u226,m14,['L24214' 'L24215' 'L24216']
u224,u225,m14,['L24144' 'L24145']
u224,u225,m14,['L24147' 'L24148' 'L24149' 'L24150' 'L24151' 'L24152' 'L24153']
u224,u225,m14,['L24155' 'L24156']
u224,u225,m14,['L24159' 'L24160' 'L24161']
u224,u225,m14,['L24162' 'L24163']
u224,u225,m14,['L24165' 'L24166' 'L24167']
u228,u233,m15,['L26385' 'L26386' 'L26387']
u228,u233,m15,['L26398' 'L26399']
u228,u233,m15,['L26400' 'L26401']
u228,u233,m15,['L26614' 'L26615' 'L26616' 'L26617' 'L26618']
u228,u231,m15,['L26473' 'L26474']
u228,u231,m15,['L26479' 'L26480']
u228,u231,m15,['L26484' 'L26485']
u228,u231,m15,['L26486' 'L26487']
u228,u231,m15,['L26605' 'L26606']
u228,u231,m15,['L26631' 'L26632']
u229,u237,m15,['L26750' 'L26751']
u229,u237,m15,['L26752' 'L26753' 'L26754' 'L26755' 'L26756' 'L26757' 'L26758' 'L26759']
u229,u237,m15,['L26783' 'L26784' 'L26785']
u229,u237,m15,['L26788' 'L26789']
u229,u237,m15,['L26800' 'L26801' 'L26802' 'L26803']
u229,u237,m15,['L26807' 'L26808']
u229,u237,m15,['L26940' 'L26941' 'L26942']
u229,u237,m15,['L26943' 'L26944' 'L26945']
u229,u237,m15,['L26971' 'L26972']
u230,u237,m15,['L26265' 'L26266']
u230,u237,m15,['L26275' 'L26276']
u230,u237,m15,['L26277' 'L26278']
u230,u237,m15,['L26279' 'L26280']
u230,u237,m15,['L26284' 'L26285' 'L26286' 'L26287']
u230,u237,m15,['L26307' 'L26308' 'L26309']
u230,u237,m15,['L26355' 'L26356' 'L26357']
u230,u237,m15,['L26362' 'L26363']
u230,u237,m15,['L26364' 'L26365' 'L26366' 'L26367' 'L26368' 'L26369' 'L26370' 'L26371' 'L26372']
u230,u237,m15,['L26373' 'L26374']
u230,u237,m15,['L26376' 'L26377' 'L26378']
u230,u237,m15,['L26407' 'L26408']
u230,u237,m15,['L26441' 'L26442']
u230,u237,m15,['L26475' 'L26476']
u230,u237,m15,['L26594' 'L26595' 'L26596' 'L26597']
u230,u237,m15,['L26667' 'L26668' 'L26669']
u230,u237,m15,['L26670' 'L26671' 'L26672' 'L26673']
u230,u237,m15,['L26678' 'L26679' 'L26680' 'L26681' 'L26682']
u230,u237,m15,['L26763' 'L26764' 'L26765' 'L26766' 'L26767' 'L26768']
u230,u237,m15,['L26769' 'L26770']
u230,u237,m15,['L26773' 'L26774']
u230,u231,m15,['L26358' 'L26359' 'L26360' 'L26361']
u230,u231,m15,['L26447' 'L26448']
u230,u231,m15,['L26512' 'L26513']
u230,u231,m15,['L26549' 'L26550']
u230,u231,m15,['L26601' 'L26602']
u231,u237,m15,['L26467' 'L26468']
u231,u237,m15,['L26477' 'L26478']
u231,u237,m15,['L26527' 'L26528']
u231,u237,m15,['L26540' 'L26541']
u231,u237,m15,['L26585' 'L26586' 'L26587']
u231,u237,m15,['L26598' 'L26599' 'L26600']
u231,u237,m15,['L26629' 'L26630']
u231,u237,m15,['L26638' 'L26639']
u231,u237,m15,['L26834' 'L26835' 'L26836']
u231,u233,m15,['L26417' 'L26418' 'L26419' 'L26420' 'L26421' 'L26422' 'L26423']
u231,u233,m15,['L26443' 'L26444']
u231,u233,m15,['L26502' 'L26503' 'L26504']
u231,u233,m15,['L26506' 'L26507']
u231,u233,m15,['L26571' 'L26572' 'L26573']
u231,u233,m15,['L26583' 'L26584']
u232,u233,m15,['L26459' 'L26460']
u232,u233,m15,['L26626' 'L26627']
u232,u233,m15,['L26693' 'L26694']
u232,u233,m15,['L26715' 'L26716']
u232,u233,m15,['L26786' 'L26787']
u232,u233,m15,['L26818' 'L26819']
u232,u233,m15,['L26853' 'L26854']
u232,u233,m15,['L26883' 'L26884']
u232,u233,m15,['L26894' 'L26895']
u232,u233,m15,['L26899' 'L26900']
u232,u237,m15,['L26524' 'L26525']
u232,u237,m15,['L26702' 'L26703']
u232,u237,m15,['L26712' 'L26713' 'L26714']
u232,u237,m15,['L26809' 'L26810']
u232,u237,m15,['L26812' 'L26813']
u232,u237,m15,['L26816' 'L26817']
u232,u237,m15,['L26821' 'L26822' 'L26823' 'L26824']
u232,u237,m15,['L26830' 'L26831' 'L26832' 'L26833']
u232,u237,m15,['L26859' 'L26860']
u232,u237,m15,['L26863' 'L26864']
u232,u237,m15,['L26876' 'L26877']
u232,u237,m15,['L26885' 'L26886']
u232,u237,m15,['L26902' 'L26903']
u232,u237,m15,['L26937' 'L26938']
u232,u237,m15,['L26946' 'L26947']
u232,u237,m15,['L26950' 'L26951']
u233,u240,m15,['L26388' 'L26389']
u233,u240,m15,['L26437' 'L26438' 'L26439']
u233,u240,m15,['L26665' 'L26666']
u233,u240,m15,['L26674' 'L26675']
u233,u240,m15,['L26790' 'L26791']
u233,u240,m15,['L26871' 'L26872' 'L26873']
u233,u237,m15,['L26430' 'L26431']
u233,u237,m15,['L26659' 'L26660']
u233,u237,m15,['L26662' 'L26663']
u233,u237,m15,['L26704' 'L26705']
u233,u237,m15,['L26710' 'L26711']
u233,u237,m15,['L26723' 'L26724']
u233,u237,m15,['L26792' 'L26793' 'L26794' 'L26795' 'L26796']
u233,u237,m15,['L26798' 'L26799']
u233,u237,m15,['L26866' 'L26867']
u233,u237,m15,['L26878' 'L26879']
u233,u237,m15,['L26881' 'L26882']
u233,u237,m15,['L26887' 'L26888']
u233,u237,m15,['L26889' 'L26890']
u233,u237,m15,['L26891' 'L26892' 'L26893']
u234,u238,m15,['L26321' 'L26322' 'L26323' 'L26324' 'L26325' 'L26326']
u235,u237,m15,['L26253' 'L26254' 'L26255' 'L26256' 'L26257']
u235,u237,m15,['L26270' 'L26271']
u236,u237,m15,['L26554' 'L26555']
u236,u237,m15,['L26558' 'L26559']
u236,u237,m15,['L26560' 'L26561' 'L26562']
u236,u237,m15,['L26564' 'L26565' 'L26566' 'L26567' 'L26568' 'L26569']
u236,u237,m15,['L26577' 'L26578' 'L26579' 'L26580']
u236,u237,m15,['L26695' 'L26696' 'L26697']
u236,u237,m15,['L26725' 'L26726']
u236,u237,m15,['L26729' 'L26730' 'L26731']
u236,u237,m15,['L26732' 'L26733']
u236,u237,m15,['L26734' 'L26735']
u236,u237,m15,['L26736' 'L26737' 'L26738' 'L26739' 'L26740' 'L26741' 'L26742' 'L26743']
u236,u237,m15,['L26746' 'L26747']
u236,u237,m15,['L26842' 'L26843' 'L26844']
u236,u237,m15,['L26850' 'L26851']
u236,u237,m15,['L26897' 'L26898']
u236,u237,m15,['L26910' 'L26911' 'L26912']
u236,u237,m15,['L26921' 'L26922']
u236,u237,m15,['L26956' 'L26957']
u236,u237,m15,['L26978' 'L26979']
u236,u237,m15,['L26980' 'L26981' 'L26982' 'L26983']
u237,u239,m15,['L26292' 'L26293']
u237,u239,m15,['L26296' 'L26297']
u237,u239,m15,['L26302' 'L26303' 'L26304']
u237,u239,m15,['L26312' 'L26313' 'L26314']
u237,u239,m15,['L26316' 'L26317' 'L26318']
u529,u538,m34,['L88117' 'L88118']
u529,u538,m34,['L88119' 'L88120' 'L88121']
u529,u538,m34,['L88141' 'L88142' 'L88143']
u529,u538,m34,['L88236' 'L88237' 'L88238']
u529,u538,m34,['L88344' 'L88345' 'L88346']
u529,u538,m34,['L88347' 'L88348' 'L88349']
u529,u538,m34,['L88355' 'L88356' 'L88357']
u529,u544,m34,['L88270' 'L88271']
u529,u544,m34,['L88275' 'L88276']
u529,u544,m34,['L88280' 'L88281' 'L88282' 'L88283' 'L88284' 'L88285' 'L88286' 'L88287' 'L88288']
u529,u544,m34,['L88289' 'L88290']
u529,u544,m34,['L88292' 'L88293' 'L88294' 'L88295' 'L88296']
u529,u544,m34,['L88297' 'L88298' 'L88299' 'L88300']
u529,u544,m34,['L88301' 'L88302']
u529,u544,m34,['L88304' 'L88305' 'L88306']
u529,u542,m34,['L88124' 'L88125']
u529,u542,m34,['L88127' 'L88128' 'L88129' 'L88130']
u529,u542,m34,['L88200' 'L88201']
u529,u542,m34,['L88202' 'L88203']
u529,u542,m34,['L88206' 'L88207']
u529,u542,m34,['L88210' 'L88211' 'L88212']
u529,u542,m34,['L88216' 'L88217' 'L88218' 'L88219' 'L88220' 'L88221' 'L88222']
u529,u542,m34,['L88223' 'L88224']
u529,u542,m34,['L88225' 'L88226' 'L88227' 'L88228' 'L88229' 'L88230' 'L88231' 'L88232' 'L88233']
u529,u542,m34,['L88239' 'L88240']
u529,u542,m34,['L88350' 'L88351' 'L88352']
u529,u539,m34,['L87920' 'L87921' 'L87922' 'L87923']
u529,u539,m34,['L88113' 'L88114']
u529,u539,m34,['L88137' 'L88138']
u529,u539,m34,['L88214' 'L88215']
u529,u539,m34,['L88358' 'L88359']
u530,u532,m34,['L87695' 'L87696' 'L87697' 'L87698']
u530,u532,m34,['L87699' 'L87700' 'L87701']
u530,u532,m34,['L87702' 'L87703' 'L87704' 'L87705']
u530,u532,m34,['L87957' 'L87958' 'L87959' 'L87960']
u530,u532,m34,['L88040' 'L88041']
u530,u532,m34,['L88043' 'L88044']
u530,u532,m34,['L88046' 'L88047']
u530,u532,m34,['L88318' 'L88319' 'L88320' 'L88321' 'L88322']
u530,u532,m34,['L88323' 'L88324' 'L88325']
u530,u532,m34,['L88326' 'L88327' 'L88328']
u531,u542,m34,['L87721' 'L87722']
u531,u542,m34,['L87726' 'L87727' 'L87728' 'L87729' 'L87730']
u532,u534,m34,['L87756' 'L87757']
u532,u534,m34,['L87758' 'L87759' 'L87760' 'L87761' 'L87762' 'L87763' 'L87764' 'L87765']
u532,u534,m34,['L87793' 'L87794' 'L87795' 'L87796']
u532,u534,m34,['L87798' 'L87799' 'L87800' 'L87801' 'L87802']
u532,u534,m34,['L87963' 'L87964' 'L87965']
u532,u534,m34,['L87966' 'L87967' 'L87968' 'L87969' 'L87970' 'L87971']
u532,u537,m34,['L88052' 'L88053' 'L88054' 'L88055' 'L88056' 'L88057' 'L88058' 'L88059']
